Date;Suburb;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Speed of maximum wind gust (km/h)
1/24/24;Gnangara;BURNT;MELALEUCA and LEXIA;CITY OF SWAN;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Lexia;BURNT;MELALEUCA and LEXIA;CITY OF SWAN;15,06;31.09.00;0;8,06;12,09;44
12/8/23;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY OF SWAN;13,04;27.04.00;0;12,06;13;52
12/8/23;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY OF SWAN;13,04;27.04.00;0;12,06;13;52
12/8/23;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY OF SWAN;13,04;27.04.00;0;12,06;13;52
12/8/23;Bullsbrook;WATCH AND ACT;BULLSBROOK;CITY OF SWAN;13,04;27.04.00;0;12,06;13;52
12/22/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/22/23;Mundaring;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Parkerville;WATCH AND ACT;PARKERVILLE;SHIRE OF MUNDARING;20,04;36.07.00;0;12,06;12,07;89
12/22/23;Gidgegannup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Wooroloo;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Bailup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17,01;32.08.00;0;11,01;11,01;30
12/22/23;Mundaring;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Gidgegannup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Wooroloo;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Bailup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17,01;32.08.00;0;11,01;11,01;30
12/22/23;Mundaring;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Gidgegannup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Wooroloo;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Bailup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17,01;32.08.00;0;11,01;11,01;30
12/22/23;Mundaring;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Gidgegannup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Wooroloo;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Bailup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17,01;32.08.00;0;11,01;11,01;30
12/22/23;Mundaring;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Gidgegannup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Wooroloo;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Bailup;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;17,01;32.08.00;0;11,01;11,01;30
12/22/23;Mundaring;WATCH AND ACT;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;20,08;33.04.00;0;12,06;12,07;63
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
12/22/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;18,05;32.08.00;0;12,06;12,06;30
12/22/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;21,04;32.05.00;0;12,06;12,07;52
12/22/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;20;28.00.00;0;12,06;12,07;28
2/9/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;19,09;42;0;14,02;12,05;33
2/9/24;Stirling;WATCH AND ACT;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;19,09;42;0;14,02;12,05;33
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Munster;WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Munster;WATCH AND ACT;SPEARWOOD, MUNSTER and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Munster;WATCH AND ACT;SPEARWOOD, MUNSTER, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Coogee;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Coogee;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;18,08;43.04.00;0;14,02;12,05;46
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Coogee;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Coogee;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Spearwood;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Bibra Lake;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
2/9/24;Coogee;WATCH AND ACT;SPEARWOOD, LAKE COOGEE, BIBRA LAKE and YANGEBUP;CITY OF COCKBURN;21;42.06.00;0;12,06;12,05;44
12/18/23;Kalamunda;WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Kewdale;WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Wattle Grove;WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Belmont;WATCH AND ACT;KEWDALE and WATTLE GROVE;CITY OF BELMONT and CITY OF KALAMUNDA;16,07;31.02.00;0;13;13,02;41
12/18/23;Kalamunda;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Kewdale;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Welshpool;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Wattle Grove;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Belmont;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,07;31.02.00;0;13;13,02;41
12/18/23;Kalamunda;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Kewdale;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;12,06;13,02;56
12/18/23;Welshpool;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Wattle Grove;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Belmont;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,07;31.02.00;0;13;13,02;41
12/18/23;Kalamunda;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Kewdale;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Welshpool;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,06;31.06.00;0;13;13,02;56
12/18/23;Wattle Grove;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,09;30.02.00;0;12,06;12,07;70
12/18/23;Belmont;WATCH AND ACT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,07;31.02.00;0;13;13,02;41
1/1/24;Jarrahdale;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,01;30.09.00;0;9;11,08;31
1/1/24;Darling Downs;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;0;12,06;11,08;48
1/1/24;Serpentine;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,09;24.00.00;0;12,06;12,07;67
1/1/24;Jarrahdale;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,01;30.09.00;0;9;11,08;31
1/1/24;Darling Downs;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;0;12,06;11,08;48
1/1/24;Serpentine;WATCH AND ACT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,09;24.00.00;0;12,06;12,07;67
1/15/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21,03;38.01.00;0;12,06;12,07;43
1/15/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;22,03;34.04.00;0;11;12,01;26
1/15/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21,08;36.06.00;0;11;12,01;43
1/15/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21,03;38.01.00;0;12,06;12,07;43
1/15/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;22,03;34.04.00;0;11;12,01;26
1/15/24;Pinjar;WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO;21,08;36.06.00;0;11;12,01;43
12/9/23;Ellenbrook;WATCH AND ACT;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;39
12/9/23;Ellenbrook;WATCH AND ACT;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;39
12/23/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39
12/23/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;12,06;12,07;52
12/23/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;12,06;12,07;54
12/23/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39
12/23/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;12,06;12,07;52
12/23/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;12,06;12,07;54
12/23/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39
12/23/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;12,06;12,07;52
12/23/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;12,06;12,07;54
12/23/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39
12/23/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;12,06;12,07;52
12/23/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;12,06;12,07;54
12/23/23;Jarrahdale;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39
12/23/23;Keysbrook;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;12,06;12,07;52
12/23/23;Serpentine;WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;12,06;12,07;54
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
1/13/24;Wanneroo;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33
1/13/24;Yanchep;WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;12,06;12,07;44
